essay,emotion
upsetting species dying sometimes even know exist wonder ways use science bring back even survive need take better care environment worrying species die someday might well,sadness
interesting hughes denied entrance first claimed muslim guards worked terrorists later retracted apologized might bigoted knee jerk reaction nice bands came back honor lost attack bet emotional,neutral
article reminds incident happened teenager stepdad worked power plant small explosion three people died one father guy knew school heard head crushed disturbing imagery stuck since worry husband working dangerous job seems generally lot guys working places following safety rules accidents happen,sadness
ugh another example crappy cops think get anyway anything started pull phone camera whenever see cops talking someone especially minority police brutality problem country deeply ingrained system sure done need kind overhaul criminal justice system,disgust
cannot even imagine something like happening makes someone horrible thing especially children board senseless act scared individuals victim must happening good thing guy help passengers get bus tragic event would even tragic save people feel bad individuals including guy saved passengers scarred life lives never lives turned upside someone else senseless act forever traumatized hope victims get support need hope driver family receives support,sadness
gosh emotions felt reading nurse would scared mass emergency worrying people would make disgusts innocent people would used human shields could someone someone else purposely brought center city intention using human shields,disgust
three sides every story one individual side party side truth justifying airlines right believe much story reported granted privacy issues come play everything revealed however take complaints grain salt,neutral
gosh would something horrible kill innocent animal baby however glad salt river wild horse management group american wild horse preservation campaign set reward catch whoever also happy see immediate response delayed one sad people come forward bring justice monetary incentive,sadness
wow wow think possibility nominating judge supreme court really needs reexamined closely nomination could cause bigger problems chaos across country would heavy debates fights sides end unfortunately would progress,surprise
bombing syria news weekend casualties including small children father son found dead rubble well two boys whose mother survived adjoining room seems like violence middle east never ending,neutral
another presumably liberal leaning teacher placed leave comparing donald trump adolf hitler claims statements backed historical facts support school district decision suspend statements like made barack obama would likely nightly news,anger
jordanian writer shot killed outside courthouse due cartoon posted mocking isis amazing someone could persecuted mocking terrorist organization rose fame killing people causing civil unrest reasonable country would prosecute someone,surprise
wow read article says coconuts could danger becoming much scarce bacteria going around causes lethal yellowing wipes due water concentration traditional seed bank option would living gene bank would affect lot companies industries,surprise
article pretty much sums people already know donald trump campaign platform highlights main points including stances immigration abortion rights gun rights comey clintons variety topics good refresher,sadness
disturbing people us starting many small businesses number entrepreneurs falling think government regulations red tape makes difficult small business start compete also concern us workers stressed job security,sadness
wonder problems exists well uk consideration since garden ponds maybe learn keep ponds sanitary frogs noticed alot frogs mine interesting readying anyway another way humans interfere natural environment guess,surprise
always wonder whether believe articles like always liked mayweather feel probably two sides story besides lawsuit filed verdict yet mayweather could innocent anyone file lawsuit proof right suit decided interested follow outcome one,neutral
thank goodness presdienttrump hopefully means end daca hopefully immigration reform near future people broken law illegally yet expect treated like us citizens daca slap face immigrants followed law went process become legal citizens liberals adjusting well defeat hillary still crying,joy
seems like paris getting dangerous place know kardashian never heard sherawat sounds like par course hollywood another obama hillary supporter still terrible tear gassed beaten feel sorry,fear
need destroy system allows things happen capitalism reinforces disgusting habits must destroyed utterly christian religion wiped entirety excuse kind repulsive behavior drives people abuse children,anger
makes feel nothing care see care bad things like happen time affect many problems worry things like thinking kind stuff adds stress,sadness
death cops cannot allow police force continue existing nothing government sanctioned mass murderers exist protect white capitalist interests slaughtering hundreds must deceively destroy police concept without hesitation remorse police enemies good cops,anger
death police member police friend even longer force someone fully recants position police officer demonstrates tangible remorse actions accepted police evil police naturally attract people would abuse powers,anger
solution wage gap total abolishment capitalism governments wage gap money instituting anarcho communism people given need without worry getting less capitalism evil must destroyed,anger
avoid reading article fucking long saying little author feels need go irrelevant details comes ramblings skito street corner nonsense media pushes poor kids delve none shit would happened people responsible make shit choices obviously bad,anger
somewhat interesting article frequency eye injuries sports children really could used data article interesting real gripe somehow playing airsoft guns around house counted sports related injuries data seem reliable,surprise
kylie jenner pretending like cares people makes transparent marketing move promote product making reasons companies products bad disingenuous faux concern anyone reads see crap disgusting advertise like decent human would,disgust
priest abducted tortured mexico authorities think robbery church convinced due human rights activist sucks happened fairness mexico shit hole well known cartel actions many peers get abducted killed tortured learn shut fuck get fuck end nobody blame,anger
another story government overreach big government pushed authoritarian leftists making big deal nonsense holding back human progression name hippy bullshit species endangered deserves fate species went extinct time humans existed entire existence non problem world works,anger
shame many refugees world stop becoming responsibility understand conditions around world ideal everyone however let everyone start coming problem world begin lose sense made us country stable want sacrifice nation completely fact sorry place live sucks run morons,sadness
people often think must like ultra successful often times forget many pressures responsibilities come long take mikhail lesin example man well know successful look happened wound dead like everyone else conclusion accident type people industries location world leaves lot speculation guess thats price pay make enemies world either looking shoulder time completely stressed death world,fear
time somebody stood mexico flooded mexicans immigrants flooding border invasion far concerned could go detail negatives causes sick every time want something naysayers doomsdayers nafta trade economics face get made dumb deals past lead bad consequences elected trump take new direction mexico get act together sick acting like saints everytime want take action,anger
thats pretty crazy someone died jakarta even know whole issue think like life could get politics pretty nasty sport really think quite different around world people think current state nation bad imagine countries seems nothing endless political strife even seen government members punch meetings foreign governments world crazy place,sadness
shame man shoot dog labradors general decent dogs know attack people reason could shot ground air scare dog feel bad lady lost dog keep dogs leashes let dog leash probably would happened terrible unfortunate situation around hope never find problem gonna go play dog grateful,disgust
difficult imagine person could leave baby shoe box understand could even leave baby alone thank god baby good health least whoever left poor thing seems taken good care leaving shoe box maybe end turn good thing baby one hope,sadness
human traffickers must loathsome people planet may think good things trying get people better place traffickers see people wanting help see money take advantage take every single thing promising better life care safety people trying maximize profits reason get rid migrants sea taking belongings may bad business,anger
putting make train paint ha ha want make big deal different culture would difficult get full gist without knowing much said pretty worrisome country well much people telling everyone live let live still best way go things comparing putting make train pooping train pretty ridiculous standard,anger
poor officers like group people good bad ones society tendency demonize everyone actions sets dangerous precedent things like happen every person judged merits saying cops bad done insane public outrage leads things like know sure person motivations enough instances see law enforcement people anymore makes job much dangerous need good cops jobs keep us safe,anger
never end made feel guilty anything enjoy mention scientists regularly shown fudging climate change numbers want know want feel bad cheeseburger like cutting rain forests believe needs end think answers getting rid great food supply one eating meat keeps us healthy strong may reason brains grew size many politicians would want brains start getting smaller compliant getting rid meat answer waste time could think better solutions,anger
hear happened afghanistan civilian military deaths battles taliban cannot imagine afghan family members going families americans going great loss war got end soon know us troops trying help afghanis many things go battles pray end comes soon,sadness
hey reading article house fire happened wv imagine tragedy horrible way die think two victims children plus dog makes ill thinking huge loss family community hope officials find soon caused pray friends family killed sad,sadness
remembering lost lives due violence important remember happened paris grateful people set aside special time remember victims families senseless loss people wanting enjoy entertainment met horrific experience families forced wait pain hear news outcome sure never forget day hope day gets easier remember good memories loved ones,sadness
read article alexandria vera know know know lawyer wants get case mean imagine nerve teacher exploit minor way deserves years ask parents minor ought charged something disgraceful mean happening america today things read make sick,disgust
recently read article drought west heard lack water supply california heard anything suffering nevada also seems lots nevadians especially native americans land trouble lack water everything dying difficult keep animals alive also causing problems families would think lack water would cause violence abuse neglect sad article,sadness
feel bad baby way sounds especially bottle milk sounds like someone baby keep left wish people would use fire station safe option thought interesting mentioned year old heard cries wonder year old one baby hide,sadness
completely agree quotes article things country awful unsafe minorities things need change entire country justice system set racism wish people claim care politics support blue lives would actually stop listen people say,anger
think robbers probably knew jewelry would harder get away order make money selling could tracked found pieces makes sense steal money probably thought would lot considering huge celebrity must bothered think probably cash feel bad went,sadness
story pretty weird wonder suffered heart attacks whatever water pre existing medical conditions would known would bad idea snorkel precautions place make sure people able snorkel go ahead,surprise
heard find surprising initially thought ecological factor good thing contained worrisome people struggling find gas anywhere imagine areas good options public transportation anything maybe push people get smart cars ride bikes,surprise
read upsetting article recent incident involving troops jordan wanted share three military trainers killed gunfire security units jordan base fatally shot security forces friday vehicle failed stop gate military base idea driver stop gate certainly protocol serious problems jordan recently due hundreds thousands syrian refugees crossing border jordan significant ally war isis hope incident isolated part bigger problem god bless families deceased soldiers,sadness
read article reports isis executed people near iraqi city mosul using thousands people human shields iraqi forces advancing result isis carried mass killings punishing people defied orders even forcing women wear gloves completely cover accusing anyone even cell phone spy seems growing increasingly desperate determined take lives freedom everyone path without regard civility even basic humanity scourge must stopped heartbreaking read victims,sadness
read kevin meaney standup comedian actor died although remember well according article read celebrity notoriety mr meaney cbs sitcom uncle buck one season made appearance episode saturday night live johnny carson show top rated late night talk show decades really miss bright comedic talents launched careers carson show many great comedians past inspired budding comic talents today missed,sadness
read article strong category typhoon grew stronger swept close taiwan wednesday category intense maximum winds miles per hour called strongest storm year deaths reported handful injuries course electricity large numbers residents storm may intensify heads toward china monitored tragedy could unfold makes direct hit highly populated areas china could end one strongest storms century,fear
read disturbing article recent study depression resulting birth control drugs study performed university copenhagen confirmed link hormonal contraceptives depression study extensive performed decade incident depression magnified taking combination pill even went high teenage population alternatives pill longer acting ring implant even higher scoring depression one outstanding take away article fact women fertile six days per month opposed men basically fertile every day yet birth control burden falls women hopefully men share soon,anger
read article tour boat capsized boat operator horrific reading statements survivors brought chill bone wrote many situations could ended lives imagining would done situation makes feel troubled cant really swim open water survivors suing company injuries recklessness neglect trauma pretty crazy one event change outcome life death,fear
man crazy read article disaster struck colatina brazil disaster struck dam ruptured polluted important river brazil people getting foods surviving river offer polluted mining waste rupture dam feel really bad position cant even eat fish river fish showed kind mutation pollution really sucks company pays minimal amount causing huge disaster like totally unfair,sadness
another article read showing death african american driver police really upset reading article unnecessary force used handle situation crazy first thing police mind shoot kill feel uneasy every time seeing reading situation like situation could handled different way understandable work high intense environment train follow protocol,disgust
tragedy people protect serve us gun reason heart goes families situation totally unfair die reason selfish ill man really upsetting man decides kill police officers duty protect us danger,sadness
man really upset cant peaceful protest cant voice opinion peaceful way always start end violence destroy businesses nothing protest totally sucks people trying live lives peacefully,sadness
read article wolf killed traveling miles government agent understand reason attacked disturbed anyone point feel like anymore people kill animals kill one day animals extinct think law kill animal put danger way ok needs stop disgusted,disgust
crazy one million children go school smog thick said like smoking cigerattes day feel like choked walk outside could even imagine parents taking kids docs saying get city days ok crazy sad,sadness
wow sleep paralysis sounds scary hope never happens think affect long time sure short seconds happens seems like hours would probably heart attack scared yeah thank making sure drink going bed,fear
wow amazing many countries look way civilians killed injured killed injured less one month excuse nothing earth make ok sad many lives affected stop,sadness
ever heard sudden oak death million trees vanished since bacteria spread water scary thought going next years think need take note start worrying planet good sign,sadness
believe much violence bad world part article really got muslim women raped doctors nurses wanted help people treated rudely would awful live kinds conditions would awful prices food go blockades reasons would stressful scary,fear
realize dam could cause much problem shame people going impacted indigenous people understand people feel okay maybe many pros know article focusing negative methylmercury guess goes show human race affect environment maybe good way think curious say,surprise
guess people realize much impact article says people would done something could stopped extinction animals time people action indirectly caused extinction contributing climate change much go balance nature people involved one species dies everything ecosystem changes guess article kind interesting solution problem talking people intervene save animals,sadness
crazy person waiting surfboard attacked shark must pretty scary glad lose leg anything still would scary sudden boom hit shark think would want go place surf surfer think people need cautious surfing think really place force sharks away live water think people need smart surf low chance attacked shark,fear
would scary situation live sad people feel like government cares elephants animals people people must learn live elephants seems like scary thing would hate try live situation children also think anyone going visit made aware dangers elephants get injured killed like year old woman article,fear
read crazy article wells fargo thought would share turns low level employees signing people products things need sometimes even forging signatures get done jump conclusions thin employees fault let fill management came quota incentive system employees make good money begin would make extra money people signed new accounts basically people charge thought good idea screw account holders give low level employees crazy quotas could make money workers getting fired,surprise
hey hear coffee killer indonesia chick also australian found guilty killing friend putting cyanide coffee get many details evidence least seem like much evidence guess ordered friend coffee friend got right took sip coffee keeled died pretty crazy right think probably motive weak think would found guilty trial going us,surprise
really hate isis scum earth learned killed iraqi police officers mosul kind thing happens pull troops iraq yeah first place made mistake take responsibilty feel bad iraqi people want live lives peace,anger
heard editor elle magazine killed always sad someone take life makes one worse usual chances could helped turned away said worst evidence suggests seems like people want deal reason small budget could afford treat turned away sad messed turn away someone whop wants helpa dn kill system needs fixed,sadness
trying expand runway heathrow airport london destroy peoples homes crazy hope never actually happens people live fight seems another case government reach politicians probably going benefit financially somehow deal explanation makes sense else would destroy whole community,anger
shocked saddened earthquake sad terrible tragedy feel sorry victims affected event even imagine devastating must incredible catastrophe thoughts prayers best wishes go many people affected tragic catastrophe hope everyone stays safe foreseeable future still shock,surprise
thought pretty interesting article learned things music lawsuits might relevant talking time ago case new facts come light new information opinions fully considered prior reading article,surprise
thought pretty interesting article learned things moldovan politics might relevant talking time ago case new facts come light new information opinions fully considered prior reading article,neutral
shocked saddened earthquake sad terrible tragedy feel sorry victims affected event even imagine devastating must incredible catastrophe thoughts prayers best wishes go many people affected tragic catastrophe hope everyone stays safe foreseeable future still shock,surprise
shocked saddened sad terrible tragedy feel sorry victims affected event even imagine devastating must incredible catastrophe thoughts prayers best wishes go many people affected tragic catastrophe hope everyone stays safe foreseeable future still shock,sadness
feel really concerned idea committed crime wonder story wonder conditions led event hope victims make full recovery catch horrible person thoughts families,sadness
person actions way top may necessarily like trump office still respect fact get way mean would act like person took away others punished,anger
really fully understand happening article get players need sleep know much trying say little knowledge sports struggle understanding lingo associated sport understand sleep though,neutral
hate conflict happening feel three soldiers died families guess much pacifist really wish people could realize level conflict waste resources lives however also know world works,anger
thankful people care issue really feel like part life cycle really get much money wasted problem necessarily crucial however said probably good people know issue caring problem,joy
reading article found feeling warm sympathetic guess care frank things happening haiti think others care either lot focus thinking others care think part people generally care happening countries think haiti one think people forced care anyway said care haiti,sadness
isis group deeply mentally ill serial killers simply see way see al aqaeda al aqaeda also group mentally ill people also disgusting damn serious mission isis feels like group guys kill fun agree obama isis jv team help feel terrible witness bodies mosul horrible sight must people heal see people hope way continue witness atrocities children feel bad crazy wish would wipe middle east start enough political correct bullshit enough religious bullshit,disgust
think really fucked people continue mess environment corporations oil fuckers stopped damaging environment end someone needs sit ceos ask want billions able enjoy future environment completely fucked seriously ceo going travel enjoy millions stay luxury resort villas environment completely fucked luxury resort gone wealth end amounting nothing even enjoy future children millions passed fully enjoy planet fucked fuck people morally fucking bankrupt bankrupt ever know,anger
said trump would win polls said otherwise care knew fucker would win think people willing accept others really shitty someone like trump would voted see past others people much faith others much trust lot vile people gotta encourage little bit come trump encouragement liberals know sometimes think okay sometimes think know going one march going shit need tens marches packed brim need every weekend months need call officials complain elect vote one march going shit,anger
people think illegally enter country article sounds sympathetic bias people act like coming illegally breaking law broken laws yes break law enter illegally fuck got liberal scholars defending immigrants repeating nonsense break laws fuck mexican appalled mexicans defending nonsense seeing mexico encourage illegal immigration shit mexico needs fix house people want run away fuck mexico ruined lot lives held responsible quit politically correct mexico hold accountable,anger
many types virus spreading population today recently zika virus found new ways spreading person person also found new host carriers new problem concerning especially people young old also seems like pregnant woman susceptible virus well,fear
seems like air pollution india getting worse especially troubling children susceptible open air alarming recently school close india poor air quality seem particle smog fireworks tiny make way small pockets lungs,fear
seem like enters day people sensitive political issues ever although people may agree current administration trump falt blame personal beliefs especially shame mom kick child mock voting manner find unfitting,sadness
reading article seem like nightmare becoming reality today drug user especially opiod user taking drugs front children seems like drug user tired taking drugs people around disagree habits really shame parent drugs front kids,sadness
wells fargo seem hit time low company satisfaction moral super giant bank seems like care well employees mental health mental health work place important long energetic life seem like bank even care employees noted thought suicide hurting result work load,anger
tend hard hearted comes issues immigration yet man intents purposes american raised age three facing deportation missed paperwork quite frankly steaming pile bullshit come infest neighborhoods take away jobs hard working americans victims bureaucratic anarcho tyranny like types scenarios unacceptable tend believe system let guilty go free preferable one punish even one innocent man men like deserve treated americans,anger
colonialism ugly part american history one forget undo damage done teach future generations mistakes hope repeat formal apology least canadian government admirable,disgust
unfortunate happened politican say heart prayers go victims affected honestly hard feel much sympathy people far away find governments efforts house protect affected civillians admirable federal agencies devoted disaster relief us go far helping people,sadness
fan muslim migrants find arab culture backwards antithetical american values pretty fucked though article feels like something makes consider cyclical incremental nature human history despite technological advances fall prey prejudices biases burning native americans irish blacks muslims human progress work,anger
totally unsurpising uae laws usually lenient extreme cases though makes occurence strange one ulterior political motive work woman misfortune used advance goal likely wonder think,disgust
reading article arctic ice feel maybe get together something maybe find organization donate time money know scary ice rebounding sure happen future try get people aware carbon footprint maybe maybe make small impact ice melting know earth goes cycles sure humans greatly impacted amount thawing way normal cycles humans parasite like chronic inflammation earth getting scary planet go vast universe mess one,fear
canada think right course action course better treated native americans poor kids ripped homes subjected horrors sickening respect past cares speak language assimilate normal culture reason destroy lives apology could ever fix done many children died born wrong culture mentality unfortunately isolated gone planet destroying identity people part probably wanted live die without interfering new culture wrong different,anger
sure saw fernandez dead really going impact marlins know went child get america sad someone light hope killed either accident jealous fan know really important lot people glad decided cancel braves game nobody really going focused enough play anyway,sadness
wow scary think mice twice normal size hunting killing birds must one scary place right carnage hope keith make plan come alive stop invasion mice concern start getting island migrating places live far away america sure want run across giant bird eating mice thanks,fear
sick kills lady parent confused step father idea doubt moving multiple houses would noticed something mean never went closets biggest issue though woman thought would rid problem social services checking disgusting surprised kids survived must lived fear lady makes mad people kill kids,disgust
think good article nice promised vigilant interrogator obama administration perch oversight committee republican cheered sentence like numerous ballot initiatives focused progressive caused could also give republican reasons turn reason must important areas,joy
dwindling wilderness due part activities logging agriculture mining course oil gas exploration research team university queensland said earth lost nearly million square miles wilderness defined wilderness area human development dr james watson university queensland australia said globally important wilderness areas completely ignored environmental policy much paid loss species without policies protect victim widespread development added dr watson also revealed humanity one two decades turn things around,neutral
research team university queensland said earth lost nearly million square miles wilderness defined wilderness area human development dr james watson university queensland australia said globally important wilderness areas completely ignored environmental policy much paid loss species without policies protect victim widespread development added dr watson also revealed humanity one two decades turn things around date world total million around percent land area remain wilderness majority located countries north america north asia australia nort,neutral
year strongest storm sweeps taiwan typhoon meranti gathered strength swept close taiwan wednesday maximum winds miles per hour called strongest storm year meranti classified category highest scale storm brought high winds also heavy rain many taiwanese cities flooded trains shipping services southern cities stopped flights grounded wednesday injuries,neutral
many tears heavy heart mixed emotions write little isibindi passed away shortly midnight rough hours went deep sadness short life hoping fighting give second chance life part feels deep relief last two days difficult much cope little bindi left earth lying arms orphanage power wrapped us duvet keep warm never gets easier rip little bindi may spirit fly free,sadness
course see well age much like us even small details stretch arms able perform work like dad find glasses tries read magazine even comprehend people see similar animals humans actually humans animals blows mind every day,disgust
yet another angle look climate change course threatening pretty also really interesting see stakeholders big industry like coffee aware climate change dangers actively working trying minimize impact business yet others heads firmly buried sand pretend happening,surprise
hope isolated incidents triggered people mental health issues might crazy things like happening heard less still reading everywhere hate crimes incidents motivated racism climbing surprising considering bigots empowered people high positions high,disgust
hard imagine life people left everything course many already lost started impossibly long complicated journeys secure better life family imagine nothing clothes back knowing next meal going come still hoping chance rebuild life heart breaking,sadness
yay bigots know bigots particularly new species used think years ago things much better people generally becoming open minded welcoming election new president signals something different much encourages bigots spread wings parade proudly empowered right disturbing,disgust
hey billie bob thorton says angelina jolie never good enough older younger guess control stats angelina high stakes fast lifestyle even made wear viles blood around necks guess saw coo koo tad bit crazy something maybe get away hectic lifestyle,neutral
spread cholera widespread haiti costing tons lives money food doctors much needed hard control like high spreading disease doctors need resources much cant keep ever growing number patients need food medical supplies miscellaneous equipment would help improve job combating outbreak,sadness
mexico disturbed current president donald trump currency pesos dropped lot elected trump wants build wall two countries borders well mexican government seems apprehensive new glorious president economy might drop due building wall lowering immigrants trying get crossing borders,neutral
bankia banking company spain board members spend unauthorized private money bank hotels entertainment food luxuries spent credit cards used bank spending unauthorized reported tax authorities bankia already limelight already due bailed government million dollars,anger
people government climate groups scared president trumps cabinet would push climate control policies back might put states paris treaty build coal factories might emit toxic fumes air expand global warming regards countries might agree well putting earths climate dangerous risk might protocols well kyoto protocol,fear
hey read article written snowflake melting manmade global warming one thing never understood communist party took environmental movement without shot remember found founder greenpeace left discovering flood communist socialist coming academia organization started wish someone would actually research instead repeating old stuff,anger
hey measles still killing kids around world basically countries take care people governments terrorist organizations like boko haram care kids gotta think another example pure evil killing kids government takes aid money food whatever keeps sells people puts servitude god bless usa,disgust
hey josh seen world currencies going taking hit wanted let know complete misunderstanding run something simple bank multiplied thousands around country india bringing country knees see happen time markets controlled government something stagnates add controls depression,surprise
hey josh another example total insanity nation taken millions jobs people around world refuses give serious consideration health welfare citizens people pawns sad thing one fix sanitation problems air quality issues hard maybe start eating relatives know cattle,surprise
josh read calais refugee camp set france house people syria maniac killing people drove away problem country syria must come place take back taken know citizens allowed armed weapons supplied us allies perfect example founders wrote second amendment,neutral
wow really sad wonder friend would kill must friends huh wonder long body found money probably motive since usually probably got somehow dude got revenge oh well,sadness
honestly believe read whole article frog absolutely despise vile creatures earth ew something pretty interesting end article one researchers claim half species extinct end century insane pretty sure due climate change donald asshat company refuse acknowledge repercussions,disgust
find really amusing zika around since much fuss made began killing people stateside usual black bodies valued conditions surrounding things begins plague white people zika minimized downplayed sixty years says alot,surprise
wonder shot get shot chest arm leg back also got shot inside outside club drive alone anyone else get shot sooooo many questions little answers anyone arrested yet suspects,surprise
wow go guess couple years ago area tennessee completely devastated uncontrollable wildfires many people lost lives homes many businesses also destroyed hope fire like one group kids playing matches woods set fire fled area told one,surprise
things really bad afghanistan right read article latest refugees european countries sent home afghanistan see turmoil first hand problems resources getting people need many displaced people bad shape wish countries would get together share resources welcome immigration everyone enough resources live comfortably things would surely improve,sadness
wow read article describing problems venezuela new leader people dissatisfied leadership want smooth process put place even vatican trying assist avail far help think problems us lately constitution system change sure venezuela fix things peacefully citizens fare article made comparisons cuba previous leadership fine clear solution,surprise
read short article kim kardashian robbery pretty scary robbers kept demanding money language communication issues robbers thought wanted jewelry wanted money hope gets better security place never happens article mentioned providing information expensive diamond ring facebook think lesson learned,fear
california problems similar flint michigan comes providing clean water everyone california passed clean water acts remedy trouble providing poor unincorporated areas methany tract sp california recognized access clean water right people currently working nearby city help provide clean water methany tract citizens really makes one wonder damage already done health problems children makes one wonder many places states need resolved,sadness
read article explored trump appeal election indicated trump simple appeal darker side people look others side explored trump ability partner hurting feel left society lack jobs etc used association promote agenda simple phrases easy remember tailored good old boy network article really explore russia influence election addressed trump appeal certain groups,neutral
read unbelievable people could act rash wrong towards another human matter happened situation angry would want hurt someone back hard get caught emotion situation since many people got hurt,anger
people see move people fleeing war violence another place already settled unbelievable feel sorry people someone needs step help stay currently comfortable,fear
believe think people overreacting news trump elected president always bad apples matter president blame president right even elected wrong give guy chance get try make something positive,anger
really understand uproar birds maybe unsympathetic maybe understanding thought originally spend money time save birds seems kind silly focus funds something else actually helps people,anger
feel sorry people trying flee current situation crossings need safer people people drown chance freedom chance get away fear feel like people need helped find way get across safely,sadness
deeply disturbed read article seems man committed senseless act murder pouring flammable liquid innocent bus driver setting afire never acceptable excuse act guess racism motivation act victim member indian community,sadness
read troubling little snippet family lost home washington yet identified cause blaze family five ha displaced also lost two cats sure dear glad hear red cross stepped lend aid needy family,sadness
always upsets read articles land conflicts involving native american tribes especially involves oil pipelines fully support expanding domestic oil operations better establish energy independence care taken respect needs others developing pipelines may expensive ensure environmental care taken necessary reroute pipelines avoid encroaching sacred lands mean worth expense,sadness
always upset hear violence erupting result lives lost due police action believe police officers good people pervasive issue racism ingrained many police departments protests certainly justified police subjected psychological testing determine whether inclination toward racism need removed active duty immediately,anger
deeply disturbed hear actions taking could potentially curtail black americans ability vote gop obviously working sabotage voting minorities see threat since traditionally vote republican candidates needs stop,disgust
bring sad news today friend male wolf member huckleberry pack slaughtered without consequences event happened montana heard similar stories region wolves gunned especially helicopters makes heart feel heavy know feel way strongly considering giving donation center biological diversity fighting behalf wolves stop murder cruel male simply wandering mate deserve happened,sadness
know talking climate change friend read news article continues build upon foundational knowledge speculated upon turns mere one degree celsius change major impacts ecosystem affects genes ranges species eighty percent ecosystems put stress makes sad know long standing implications largest perspective every single day make choices help negate bad choices species makes towards environment,sadness
unfortunate people attacked religion lot christians mosul ordered convert away beliefs suffer heavy consequences choice people want make let alone forced flee homes churches homes streets safe many people considered fleeing returning however human spirit strong face adversity brave enough face terror harassment experienced rebuild lives,sadness
idea shannen doherty going breast cancer tough situation experience cancer really humble soul new places one never thought possible emerge stronger feeling sounds like faced mask strength first time real emotions came realized strength stoic admitting tough really experience supposed weakness become stronger,surprise
turns male models make much female counterparts aware case reasoning seems male models longer career whereas women considered going downward thirty gap pay quite high people best split wages fairly appears default pay women industry think men paying attention grooming habits hope men earn fair wages future,surprise
read arrest women national geographic magazine know one striking green eyes arrested staying illegally pakistan worst comes worst could put jail years deported back place trying escape breaks heart see refugees looking safe place live risk deportation,sadness
believe disturbed people read article woman whose parents forced sex money parent struggling money world mind turn sexually abusing child money sick years enough time prison people supposed protect violated worst way brave telling story survivor,disgust
floyd mayweather owes jewelry store money seems like richest people world always find excuse either pay taxes pay someone money owed money sued pay something could easily paid full upfront people like ridiculous many people starving sitting mansion paying something bought,anger
hear year old climbed gorilla enclosure dragged around gorilla zookeepers shoot gorilla apparently problems barrier like know little boy got based read really take issue zoo gorilla barrier right standard gorilla gorilla going something like happens place blame parents somehow let year old child climb gorilla enclosure paying attention,surprise
poor sad polar bear need move going take polar bears animals natural habitats better make sure place keep right standard animals need move polar bear soon possible chance happiness,sadness
terrible tragedy gone wrong honestly really know something could done event even happened man get airport gun pass security shooting man chose think something like happens airport definitely think happened assuming security place happen,sadness
sure think article probably different opinion would first report time happened instead waiting years years later come forward get whole powerful person nobody would believe part really going believe years later would come change willing exploit man years later able years,surprise
think social media news stories recent incidents involving terror attacks different race commuting acts especially since attack always issue people alarmed even though may nothing terrorism type situation regarding always perceived way happened past probably right discriminating airlines really need something complaints,neutral
sure right situation course wrong could handled another way reasons take back definitely feel sorry serious mayor would serious mayor could done something better money absolutely wrong says money used things throwing pie someones face probably best way show,neutral
feel sad reading story lost companion animals people companion dog pet part man wrong although justified seen self defense definitely could done something else fatally shooting dog killing unless dog charging starting bite bark seen threat time feel like careless mistake need,sadness
think leave causing problems dangerous costly try move great reports starving fine roam around want waste tax dollars try deal dangerous situation,neutral
feel really bad orangutans must treated bad condition found things never bought trades put domesticated situation good taken care hopefully recover go back came,sadness
